"subj","trial","targSide","RT","acc","block","incentive"
"1792",19,77,"heterogenous",3.763,0,"1","r"
"1793",19,78,"absent",5.804,1,"1","r"
"1794",19,79,"heterogenous",3.083,1,"1","r"
"1795",19,80,"homogenous",2.955,1,"1","r"
"1796",19,81,"absent",1.836,1,"1","r"
"1797",19,82,"absent",1.361,0,"1","r"
"1798",19,83,"absent",0.951,1,"1","r"
"1799",19,84,"heterogenous",1.008,0,"1","r"
"1800",19,85,"absent",1.424,1,"1","r"
"1801",19,86,"heterogenous",1.066,0,"1","r"
"1802",19,87,"absent",3.426,0,"1","r"
"1803",19,88,"absent",1.186,1,"1","r"
"1804",19,89,"heterogenous",1.628,0,"1","r"
"1805",19,90,"heterogenous",0.912,0,"1","r"
"1806",19,91,"heterogenous",2.579,0,"1","r"
"1807",19,92,"homogenous",1.793,0,"1","r"
"1808",19,93,"absent",3.869,0,"1","r"
"1809",19,94,"homogenous",1.099,0,"1","r"
"1810",19,95,"heterogenous",3.948,1,"1","r"
"1811",19,96,"heterogenous",1.845,0,"1","r"
"1812",20,1,"homogenous",2.729,1,"1","f"
"1813",20,2,"heterogenous",6.057,0,"1","f"
"1814",20,3,"homogenous",2.98,1,"1","f"
"1815",20,4,"absent",7.089,1,"1","f"
"1816",20,5,"absent",6.533,0,"1","f"
"1817",20,6,"heterogenous",7.941,0,"1","f"
"1818",20,7,"heterogenous",7.901,0,"1","f"
"1819",20,8,"homogenous",1.211,1,"1","f"
"1820",20,9,"homogenous",1.187,1,"1","f"
"1821",20,10,"absent",7.607,1,"1","f"
"1822",20,11,"heterogenous",8.944,0,"1","f"
"1823",20,12,"homogenous",1.073,1,"1","f"
"1824",20,13,"absent",8.995,1,"1","f"
"1825",20,14,"absent",9.002,1,"1","f"
"1826",20,15,"heterogenous",6.537,0,"1","f"
"1827",20,16,"absent",6.781,1,"1","f"
"1828",20,17,"absent",6.942,1,"1","f"
"1829",20,18,"absent",11.672,1,"1","f"
"1830",20,19,"absent",10.091,1,"1","f"
"1831",20,20,"heterogenous",8.301,0,"1","f"
"1832",20,21,"absent",8.018,1,"1","f"
"1833",20,22,"homogenous",1.089,1,"1","f"
"1834",20,23,"absent",11.355,1,"1","f"
"1835",20,24,"absent",13.833,1,"1","f"
"1836",20,25,"absent",6.644,1,"1","f"
"1837",20,26,"homogenous",1.019,1,"1","f"
"1838",20,27,"absent",10.713,1,"1","f"
"1839",20,28,"homogenous",0.966,1,"1","f"
"1840",20,29,"heterogenous",11.042,0,"1","f"
"1841",20,30,"homogenous",0.887,1,"1","f"
"1842",20,31,"absent",9.812,1,"1","f"
"1843",20,32,"absent",8.234,1,"1","f"
"1844",20,33,"absent",11.922,1,"1","f"
"1845",20,34,"heterogenous",7.703,0,"1","f"
"1846",20,35,"homogenous",0.849,1,"1","f"
"1847",20,36,"heterogenous",8.793,0,"1","f"
"1848",20,37,"homogenous",1.137,1,"1","f"
"1849",20,38,"heterogenous",14.513,0,"1","f"
"1850",20,39,"absent",8.311,1,"1","f"
"1851",20,40,"absent",4.909,0,"1","f"
"1852",20,41,"homogenous",1.157,1,"1","f"
"1853",20,42,"absent",11.386,0,"1","f"
"1854",20,43,"heterogenous",9.014,0,"1","f"
"1855",20,44,"absent",8.604,1,"1","f"
"1856",20,45,"heterogenous",5.414,1,"1","f"
"1857",20,46,"homogenous",0.966,1,"1","f"
"1858",20,47,"heterogenous",10.624,0,"1","f"
"1859",20,48,"homogenous",1.031,1,"1","f"
"1860",20,49,"absent",7.727,1,"1","f"
"1861",20,50,"heterogenous",5.482,0,"1","f"
"1862",20,51,"absent",5.783,1,"1","f"
"1863",20,52,"absent",8.912,1,"1","f"
"1864",20,53,"absent",7.525,1,"1","f"
"1865",20,54,"absent",6.991,1,"1","f"
"1866",20,55,"absent",6.879,1,"1","f"
"1867",20,56,"heterogenous",10.445,0,"1","f"
"1868",20,57,"heterogenous",8.914,0,"1","f"
"1869",20,58,"homogenous",0.871,1,"1","f"
"1870",20,59,"heterogenous",10.335,0,"1","f"
"1871",20,60,"absent",6.441,1,"1","f"
"1872",20,61,"heterogenous",5.262,0,"1","f"
"1873",20,62,"homogenous",0.785,1,"1","f"
"1874",20,63,"absent",6.447,1,"1","f"
"1875",20,64,"homogenous",0.851,1,"1","f"
"1876",20,65,"absent",5.692,1,"1","f"
"1877",20,66,"absent",6.537,1,"1","f"
"1878",20,67,"heterogenous",5.69,0,"1","f"
"1879",20,68,"absent",7.094,1,"1","f"
"1880",20,69,"absent",6.561,1,"1","f"
"1881",20,70,"absent",6.202,1,"1","f"
"1882",20,71,"absent",8.984,1,"1","f"
"1883",20,72,"absent",8.423,1,"1","f"
"1884",20,73,"absent",10.49,1,"1","f"
"1885",20,74,"homogenous",0.892,1,"1","f"
"1886",20,75,"homogenous",0.841,1,"1","f"
"1887",20,76,"heterogenous",10.663,0,"1","f"
"1888",20,77,"heterogenous",10.101,0,"1","f"
"1889",20,78,"homogenous",1.002,1,"1","f"
"1890",20,79,"absent",8.644,1,"1","f"
"1891",20,80,"absent",7.202,1,"1","f"
"1892",20,81,"homogenous",0.882,1,"1","f"
"1893",20,82,"absent",5.515,1,"1","f"
"1894",20,83,"absent",4.852,1,"1","f"
"1895",20,84,"homogenous",0.931,1,"1","f"
"1896",20,85,"absent",4.585,1,"1","f"
"1897",20,86,"heterogenous",5.434,0,"1","f"
"1898",20,87,"absent",4.888,1,"1","f"
"1899",20,88,"absent",7.296,1,"1","f"
"1900",20,89,"homogenous",0.831,1,"1","f"
"1901",20,90,"absent",6.733,1,"1","f"
"1902",20,91,"homogenous",0.849,1,"1","f"
"1903",20,92,"heterogenous",8.59,0,"1","f"
"1904",20,93,"absent",5.853,1,"1","f"
"1905",20,94,"heterogenous",7.163,0,"1","f"
"1906",20,95,"absent",7.091,1,"1","f"
"1907",20,96,"absent",9.732,1,"1","f"
"1908",21,1,"heterogenous",3.549,0,"1","r"
"1909",21,2,"absent",4.74,1,"1","r"
"1910",21,3,"homogenous",0.852,1,"1","r"
"1911",21,4,"homogenous",1.363,1,"1","r"
"1912",21,5,"heterogenous",4.382,0,"1","r"
"1913",21,6,"absent",5.203,1,"1","r"
"1914",21,7,"absent",5.105,1,"1","r"
"1915",21,8,"heterogenous",4.46,0,"1","r"
"1916",21,9,"heterogenous",2.869,0,"1","r"
"1917",21,10,"homogenous",0.929,1,"1","r"
"1918",21,11,"absent",4.953,1,"1","r"
"1919",21,12,"absent",4.032,1,"1","r"
"1920",21,13,"absent",4.549,1,"1","r"
"1921",21,14,"homogenous",1.031,1,"1","r"
"1922",21,15,"heterogenous",3.7,0,"1","r"
"1923",21,16,"heterogenous",3.65,0,"1","r"
"1924",21,17,"homogenous",1.067,1,"1","r"
"1925",21,18,"heterogenous",4.324,0,"1","r"
"1926",21,19,"homogenous",0.888,1,"1","r"
"1927",21,20,"homogenous",0.86,1,"1","r"
"1928",21,21,"heterogenous",3.906,0,"1","r"
"1929",21,22,"absent",3.083,1,"1","r"
"1930",21,23,"absent",3.14,1,"1","r"
"1931",21,24,"homogenous",1.169,1,"1","r"
"1932",21,25,"absent",4.701,1,"1","r"
"1933",21,26,"absent",5.424,1,"1","r"
"1934",21,27,"absent",4.33,1,"1","r"
"1935",21,28,"heterogenous",3.931,0,"1","r"
"1936",21,29,"absent",4.34,1,"1","r"
"1937",21,30,"absent",4.76,1,"1","r"
"1938",21,31,"homogenous",0.968,1,"1","r"
"1939",21,32,"absent",4.531,1,"1","r"
"1940",21,33,"homogenous",0.949,1,"1","r"
"1941",21,34,"absent",4.335,1,"1","r"
"1942",21,35,"heterogenous",3.293,0,"1","r"
"1943",21,36,"absent",2.902,1,"1","r"
"1944",21,37,"heterogenous",3.005,0,"1","r"
"1945",21,38,"homogenous",0.908,1,"1","r"
"1946",21,39,"absent",5.331,1,"1","r"
"1947",21,40,"heterogenous",3.125,1,"1","r"
"1948",21,41,"absent",5.212,1,"1","r"
"1949",21,42,"absent",5.371,1,"1","r"
"1950",21,43,"absent",3.191,1,"1","r"
"1951",21,44,"heterogenous",3.513,0,"1","r"
"1952",21,45,"absent",4.642,1,"1","r"
"1953",21,46,"homogenous",1.029,1,"1","r"
"1954",21,47,"homogenous",1.029,1,"1","r"
"1955",21,48,"absent",3.849,1,"1","r"
"1956",21,49,"heterogenous",2.654,0,"1","r"
"1957",21,50,"absent",3.262,1,"1","r"
"1958",21,51,"heterogenous",2.934,0,"1","r"
"1959",21,52,"absent",3.382,1,"1","r"
"1960",21,53,"heterogenous",3.651,0,"1","r"
"1961",21,54,"heterogenous",4.913,0,"1","r"
"1962",21,55,"absent",5.171,1,"1","r"
"1963",21,56,"absent",4.503,0,"1","r"
"1964",21,57,"absent",5.239,1,"1","r"
"1965",21,58,"homogenous",1.099,1,"1","r"
"1966",21,59,"absent",5.613,1,"1","r"
"1967",21,60,"absent",3.691,1,"1","r"
"1968",21,61,"absent",4.372,1,"1","r"
"1969",21,62,"absent",4.322,1,"1","r"
"1970",21,63,"absent",4.824,1,"1","r"
"1971",21,64,"absent",5.042,1,"1","r"
"1972",21,65,"absent",3.912,1,"1","r"
"1973",21,66,"homogenous",0.829,1,"1","r"
"1974",21,67,"heterogenous",4.773,0,"1","r"
"1975",21,68,"absent",4.934,1,"1","r"
"1976",21,69,"absent",5.954,1,"1","r"
"1977",21,70,"homogenous",0.988,1,"1","r"
"1978",21,71,"absent",4.471,1,"1","r"
"1979",21,72,"homogenous",1.047,1,"1","r"
"1980",21,73,"heterogenous",4.39,0,"1","r"
"1981",21,74,"heterogenous",6.664,0,"1","r"
"1982",21,75,"absent",3.894,1,"1","r"
"1983",21,76,"homogenous",0.922,1,"1","r"
"1984",21,77,"heterogenous",4.002,0,"1","r"
"1985",21,78,"absent",3.329,1,"1","r"
"1986",21,79,"homogenous",0.834,1,"1","r"
"1987",21,80,"absent",3.329,1,"1","r"
"1988",21,81,"absent",2.938,1,"1","r"
"1989",21,82,"heterogenous",3.88,0,"1","r"
"1990",21,83,"absent",2.264,1,"1","r"
"1991",21,84,"homogenous",1.057,1,"1","r"
"1992",21,85,"absent",4.011,1,"1","r"
"1993",21,86,"homogenous",1.486,1,"1","r"
"1994",21,87,"homogenous",1.301,1,"1","r"
"1995",21,88,"absent",3.601,1,"1","r"
"1996",21,89,"absent",2.911,1,"1","r"
"1997",21,90,"absent",2.83,1,"1","r"
"1998",21,91,"homogenous",0.939,1,"1","r"
"1999",21,92,"heterogenous",2.713,0,"1","r"
"2000",21,93,"absent",3.346,1,"1","r"
"2001",21,94,"heterogenous",2.33,0,"1","r"
"2002",21,95,"absent",3.362,1,"1","r"
"2003",21,96,"homogenous",1.013,1,"1","r"
"2004",22,1,"homogenous",2.52,0,"1","f"
"2005",22,2,"heterogenous",2.753,0,"1","f"
"2006",22,3,"homogenous",1.761,0,"1","f"
"2007",22,4,"absent",6.896,1,"1","f"
"2008",22,5,"heterogenous",5.353,1,"1","f"
"2009",22,6,"absent",1.679,1,"1","f"
"2010",22,7,"absent",3.081,1,"1","f"
"2011",22,8,"absent",2.469,1,"1","f"
"2012",22,9,"heterogenous",5.025,0,"1","f"
"2013",22,10,"absent",2.849,1,"1","f"
"2014",22,11,"heterogenous",6.956,1,"1","f"
"2015",22,12,"absent",8.04,0,"1","f"
"2016",22,13,"absent",6.931,0,"1","f"
"2017",22,14,"absent",7.922,0,"1","f"
"2018",22,15,"homogenous",9.212,1,"1","f"
"2019",22,16,"heterogenous",9.926,0,"1","f"
"2020",22,17,"absent",4.142,1,"1","f"
"2021",22,18,"heterogenous",11.823,1,"1","f"
"2022",22,19,"absent",7.043,1,"1","f"
"2023",22,20,"homogenous",2.501,0,"1","f"
"2024",22,21,"homogenous",1.263,0,"1","f"
"2025",22,22,"homogenous",1.182,0,"1","f"
"2026",22,23,"heterogenous",5.472,0,"1","f"
"2027",22,24,"absent",6.211,1,"1","f"
"2028",22,25,"absent",2.652,1,"1","f"
"2029",22,26,"homogenous",1.061,0,"1","f"
"2030",22,27,"homogenous",0.811,0,"1","f"
"2031",22,28,"absent",2.616,0,"1","f"
"2032",22,29,"absent",7.384,0,"1","f"
"2033",22,30,"homogenous",1.901,0,"1","f"
"2034",22,31,"absent",9.682,1,"1","f"
"2035",22,32,"absent",5.802,1,"1","f"
"2036",22,33,"absent",3.633,0,"1","f"
"2037",22,34,"heterogenous",6.451,0,"1","f"
"2038",22,35,"absent",0.749,1,"1","f"
"2039",22,36,"absent",4.774,0,"1","f"
"2040",22,37,"heterogenous",4.141,0,"1","f"
"2041",22,38,"homogenous",3.163,1,"1","f"
"2042",22,39,"heterogenous",1.037,0,"1","f"
"2043",22,40,"absent",5.744,0,"1","f"
"2044",22,41,"absent",1.458,0,"1","f"
"2045",22,42,"heterogenous",2.736,1,"1","f"
"2046",22,43,"homogenous",1.211,0,"1","f"
"2047",22,44,"heterogenous",1.123,1,"1","f"
"2048",22,45,"absent",4.801,0,"1","f"
"2049",22,46,"absent",2.8,0,"1","f"
"2050",22,47,"absent",1.817,0,"1","f"
"2051",22,48,"absent",2.971,0,"1","f"
"2052",22,49,"absent",6.145,0,"1","f"
"2053",22,50,"absent",4.591,0,"1","f"
"2054",22,51,"heterogenous",3.089,1,"1","f"
"2055",22,52,"absent",2.635,1,"1","f"
"2056",22,53,"homogenous",0.949,0,"1","f"
"2057",22,54,"homogenous",0.832,0,"1","f"
"2058",22,55,"absent",2.608,0,"1","f"
"2059",22,56,"homogenous",0.848,0,"1","f"
"2060",22,57,"heterogenous",5.777,1,"1","f"
"2061",22,58,"homogenous",0.903,0,"1","f"
"2062",22,59,"absent",3.041,0,"1","f"
"2063",22,60,"homogenous",0.815,0,"1","f"
"2064",22,61,"absent",2.515,1,"1","f"
"2065",22,62,"homogenous",0.799,0,"1","f"
"2066",22,63,"homogenous",0.66,0,"1","f"
"2067",22,64,"absent",5.78,0,"1","f"
"2068",22,65,"absent",5.79,0,"1","f"
"2069",22,66,"absent",2.712,0,"1","f"
"2070",22,67,"absent",1.583,0,"1","f"
"2071",22,68,"heterogenous",3.741,1,"1","f"
"2072",22,69,"absent",3.194,0,"1","f"
"2073",22,70,"homogenous",0.982,0,"1","f"
"2074",22,71,"heterogenous",6.51,1,"1","f"
"2075",22,72,"absent",5.607,1,"1","f"
"2076",22,73,"absent",7.6,0,"1","f"
"2077",22,74,"heterogenous",6.034,0,"1","f"
"2078",22,75,"heterogenous",2.829,1,"1","f"
"2079",22,76,"absent",7.652,0,"1","f"
"2080",22,77,"absent",3.663,0,"1","f"
"2081",22,78,"homogenous",1.074,1,"1","f"
"2082",22,79,"absent",2.149,1,"1","f"
"2083",22,80,"homogenous",0.85,1,"1","f"
"2084",22,81,"absent",7.349,1,"1","f"
"2085",22,82,"homogenous",1.111,1,"1","f"
"2086",22,83,"heterogenous",11.997,0,"1","f"
"2087",22,84,"homogenous",0.892,0,"1","f"
"2088",22,85,"heterogenous",1.05,0,"1","f"
"2089",22,86,"heterogenous",3.208,0,"1","f"
"2090",22,87,"absent",7.665,0,"1","f"
"2091",22,88,"absent",1.002,0,"1","f"
"2092",22,89,"absent",1.726,1,"1","f"
"2093",22,90,"heterogenous",1.952,0,"1","f"
"2094",22,91,"absent",11.005,0,"1","f"
"2095",22,92,"homogenous",2.4,1,"1","f"
"2096",22,93,"absent",6.56,1,"1","f"
"2097",22,94,"heterogenous",5.167,1,"1","f"
"2098",22,95,"absent",12.874,0,"1","f"
"2099",22,96,"heterogenous",5.529,0,"1","f"
"2100",23,1,"heterogenous",2.022,0,"1","r"
"2101",23,2,"absent",4.702,1,"1","r"
"2102",23,3,"absent",2.393,1,"1","r"
"2103",23,4,"heterogenous",1.87,0,"1","r"
"2104",23,5,"homogenous",1.032,1,"1","r"
"2105",23,6,"heterogenous",2.99,1,"1","r"
"2106",23,7,"absent",2.717,1,"1","r"
"2107",23,8,"homogenous",0.83,1,"1","r"
"2108",23,9,"absent",1.511,1,"1","r"
"2109",23,10,"homogenous",0.86,1,"1","r"
"2110",23,11,"absent",1.209,1,"1","r"
"2111",23,12,"heterogenous",2.455,0,"1","r"
"2112",23,13,"heterogenous",1.822,1,"1","r"
"2113",23,14,"homogenous",0.781,1,"1","r"
"2114",23,15,"absent",1.409,1,"1","r"
"2115",23,16,"absent",2.171,1,"1","r"
"2116",23,17,"homogenous",0.882,1,"1","r"
"2117",23,18,"absent",0.997,1,"1","r"
"2118",23,19,"homogenous",0.706,1,"1","r"
"2119",23,20,"heterogenous",0.911,0,"1","r"
"2120",23,21,"absent",1.887,1,"1","r"
"2121",23,22,"heterogenous",2.392,1,"1","r"
"2122",23,23,"homogenous",0.802,1,"1","r"
"2123",23,24,"heterogenous",2,1,"1","r"
"2124",23,25,"absent",3.253,1,"1","r"
"2125",23,26,"absent",1.645,1,"1","r"
"2126",23,27,"heterogenous",2.222,0,"1","r"
"2127",23,28,"absent",4.07,0,"1","r"
"2128",23,29,"homogenous",0.903,1,"1","r"
"2129",23,30,"absent",3.694,0,"1","r"
"2130",23,31,"absent",3.011,1,"1","r"
"2131",23,32,"heterogenous",5.161,0,"1","r"
"2132",23,33,"homogenous",0.959,1,"1","r"
"2133",23,34,"heterogenous",2.905,0,"1","r"
"2134",23,35,"absent",2.05,1,"1","r"
"2135",23,36,"heterogenous",2.271,0,"1","r"
"2136",23,37,"homogenous",1.032,1,"1","r"
"2137",23,38,"homogenous",0.711,1,"1","r"
"2138",23,39,"absent",1.662,1,"1","r"
"2139",23,40,"heterogenous",3.142,0,"1","r"
"2140",23,41,"absent",6.889,0,"1","r"
"2141",23,42,"homogenous",0.96,1,"1","r"
"2142",23,43,"absent",2.307,1,"1","r"
"2143",23,44,"heterogenous",5.27,0,"1","r"
"2144",23,45,"heterogenous",4.224,1,"1","r"
"2145",23,46,"homogenous",0.802,1,"1","r"
"2146",23,47,"absent",4.43,0,"1","r"
"2147",23,48,"homogenous",0.71,1,"1","r"
"2148",23,49,"absent",1.799,0,"1","r"
"2149",23,50,"heterogenous",3.652,0,"1","r"
"2150",23,51,"absent",3.901,0,"1","r"
"2151",23,52,"absent",4.41,1,"1","r"
"2152",23,53,"homogenous",0.79,1,"1","r"
"2153",23,54,"absent",3.839,1,"1","r"
"2154",23,55,"absent",2.7,1,"1","r"
"2155",23,56,"heterogenous",2.432,0,"1","r"
"2156",23,57,"homogenous",0.673,1,"1","r"
"2157",23,58,"homogenous",0.681,1,"1","r"
"2158",23,59,"absent",1.466,1,"1","r"
"2159",23,60,"absent",1.363,1,"1","r"
"2160",23,61,"homogenous",0.869,1,"1","r"
"2161",23,62,"absent",4.129,1,"1","r"
"2162",23,63,"homogenous",0.791,1,"1","r"
"2163",23,64,"absent",1.782,1,"1","r"
"2164",23,65,"homogenous",0.762,1,"1","r"
"2165",23,66,"absent",1.096,1,"1","r"
"2166",23,67,"homogenous",0.762,1,"1","r"
"2167",23,68,"absent",1.223,1,"1","r"
"2168",23,69,"absent",1.163,1,"1","r"
"2169",23,70,"heterogenous",3.531,1,"1","r"
"2170",23,71,"absent",5.361,1,"1","r"
"2171",23,72,"homogenous",0.723,1,"1","r"
"2172",23,73,"absent",4.524,1,"1","r"
"2173",23,74,"homogenous",0.855,1,"1","r"
"2174",23,75,"absent",2.92,1,"1","r"
"2175",23,76,"absent",2.08,1,"1","r"
"2176",23,77,"absent",2.62,1,"1","r"
"2177",23,78,"absent",3.024,1,"1","r"
"2178",23,79,"homogenous",0.671,1,"1","r"
"2179",23,80,"heterogenous",2.2,0,"1","r"
"2180",23,81,"heterogenous",5.543,1,"1","r"
"2181",23,82,"absent",1.419,0,"1","r"
"2182",23,83,"absent",3.435,0,"1","r"
"2183",23,84,"absent",3.333,1,"1","r"
"2184",23,85,"heterogenous",3.059,0,"1","r"
"2185",23,86,"absent",2.262,0,"1","r"
"2186",23,87,"absent",1.301,1,"1","r"
"2187",23,88,"heterogenous",2.822,0,"1","r"
"2188",23,89,"absent",1.048,0,"1","r"
"2189",23,90,"absent",3.307,1,"1","r"
"2190",23,91,"absent",3.681,1,"1","r"
"2191",23,92,"absent",2.503,1,"1","r"
"2192",23,93,"heterogenous",3.751,0,"1","r"
"2193",23,94,"heterogenous",2.813,0,"1","r"
"2194",23,95,"absent",4.608,1,"1","r"
"2195",23,96,"absent",2.478,1,"1","r"
"2196",24,1,"homogenous",10.126,0,"1","f"
"2197",24,2,"absent",27.491,1,"1","f"
"2198",24,3,"homogenous",3.976,1,"1","f"
"2199",24,4,"absent",13.665,1,"1","f"
"2200",24,5,"heterogenous",7.27,0,"1","f"
"2201",24,6,"absent",8.222,1,"1","f"
"2202",24,7,"heterogenous",7.861,1,"1","f"
"2203",24,8,"absent",6.004,1,"1","f"
"2204",24,9,"absent",8.961,1,"1","f"
"2205",24,10,"homogenous",3.444,1,"1","f"
"2206",24,11,"absent",6.643,1,"1","f"
"2207",24,12,"heterogenous",7.409,1,"1","f"
"2208",24,13,"heterogenous",7.513,0,"1","f"
"2209",24,14,"absent",9.14,1,"1","f"
"2210",24,15,"homogenous",2.351,1,"1","f"
"2211",24,17,"absent",4.893,1,"1","f"
"2212",24,18,"homogenous",1.35,1,"1","f"
"2213",24,19,"heterogenous",4.332,0,"1","f"
"2214",24,20,"heterogenous",3.121,0,"1","f"
"2215",24,21,"homogenous",1.407,1,"1","f"
"2216",24,22,"absent",2.593,0,"1","f"
"2217",24,23,"absent",2.531,1,"1","f"
"2218",24,24,"absent",6.612,0,"1","f"
"2219",24,25,"absent",2.034,1,"1","f"
"2220",24,26,"heterogenous",3.144,0,"1","f"
"2221",24,27,"heterogenous",11.796,1,"1","f"
"2222",24,28,"absent",9.286,0,"1","f"
"2223",24,29,"homogenous",1.456,1,"1","f"
"2224",24,30,"absent",7.13,1,"1","f"
"2225",24,31,"absent",9.705,0,"1","f"
"2226",24,32,"absent",4.942,1,"1","f"
"2227",24,33,"heterogenous",11.875,0,"1","f"
"2228",24,34,"heterogenous",5.426,0,"1","f"
"2229",24,35,"homogenous",1.872,1,"1","f"
"2230",24,36,"absent",1.524,1,"1","f"
"2231",24,37,"homogenous",1.078,1,"1","f"
"2232",24,38,"absent",2.18,1,"1","f"
"2233",24,39,"absent",9.29,0,"1","f"
"2234",24,40,"absent",2.053,1,"1","f"
"2235",24,41,"absent",5.38,1,"1","f"
"2236",24,42,"absent",3.647,1,"1","f"
"2237",24,43,"heterogenous",2.892,0,"1","f"
"2238",24,44,"absent",14.016,1,"1","f"
"2239",24,45,"absent",11.826,1,"1","f"
"2240",24,46,"heterogenous",19.415,0,"1","f"
"2241",24,48,"heterogenous",31.629,0,"1","f"
"2242",24,49,"absent",24.697,1,"1","f"
"2243",24,50,"absent",31.29,1,"1","f"
"2244",24,51,"homogenous",1.868,1,"1","f"
"2245",24,52,"heterogenous",4.141,0,"1","f"
"2246",24,53,"heterogenous",1.724,1,"1","f"
"2247",24,54,"absent",1.181,0,"1","f"
"2248",24,55,"heterogenous",1.426,0,"1","f"
"2249",24,56,"absent",1.617,0,"1","f"
"2250",24,57,"absent",2.061,1,"1","f"
"2251",24,58,"heterogenous",10.819,0,"1","f"
"2252",24,59,"heterogenous",16.702,0,"1","f"
"2253",24,60,"absent",5.546,1,"1","f"
"2254",24,61,"absent",6.591,1,"1","f"
"2255",24,62,"homogenous",3.304,1,"1","f"
"2256",24,63,"absent",11.83,1,"1","f"
"2257",24,64,"absent",11.386,1,"1","f"
"2258",24,65,"homogenous",1.224,1,"1","f"
"2259",24,66,"absent",19.435,0,"1","f"
"2260",24,67,"absent",18.847,1,"1","f"
"2261",24,68,"heterogenous",14.078,0,"1","f"
"2262",24,69,"homogenous",2.703,1,"1","f"
"2263",24,70,"absent",4.686,1,"1","f"
"2264",24,71,"absent",0.575,1,"1","f"
"2265",24,72,"absent",1.6,1,"1","f"
"2266",24,73,"homogenous",1.139,1,"1","f"
"2267",24,74,"homogenous",0.969,1,"1","f"
"2268",24,75,"absent",1.259,1,"1","f"
"2269",24,76,"homogenous",1.203,1,"1","f"
"2270",24,77,"absent",1.112,1,"1","f"
"2271",24,78,"homogenous",2.305,1,"1","f"
"2272",24,79,"homogenous",1.197,1,"1","f"
"2273",24,80,"heterogenous",1.663,0,"1","f"
"2274",24,81,"homogenous",1.05,1,"1","f"
"2275",24,82,"absent",1.106,1,"1","f"
"2276",24,83,"homogenous",0.835,1,"1","f"
"2277",24,84,"homogenous",0.951,1,"1","f"
"2278",24,85,"heterogenous",1.355,0,"1","f"
"2279",24,86,"absent",2.012,1,"1","f"
"2280",24,87,"absent",1.017,1,"1","f"
"2281",24,88,"absent",1.787,1,"1","f"
"2282",24,89,"heterogenous",0.823,0,"1","f"
"2283",24,90,"absent",1.224,1,"1","f"
"2284",24,91,"heterogenous",0.977,0,"1","f"
"2285",24,92,"absent",1.607,1,"1","f"
"2286",24,93,"homogenous",0.893,1,"1","f"
"2287",24,94,"heterogenous",0.813,0,"1","f"
"2288",24,95,"absent",0.968,1,"1","f"
"2289",24,96,"absent",0.962,1,"1","f"
"2290",25,1,"absent",1.705,1,"1","r"
"2291",25,2,"absent",1.341,0,"1","r"
"2292",25,3,"homogenous",1.179,1,"1","r"
"2293",25,4,"homogenous",1.025,1,"1","r"
"2294",25,5,"heterogenous",1.799,0,"1","r"
"2295",25,6,"homogenous",1.179,1,"1","r"
"2296",25,7,"heterogenous",1.381,1,"1","r"
"2297",25,8,"absent",1.87,1,"1","r"
"2298",25,9,"absent",1.503,1,"1","r"
"2299",25,10,"homogenous",1.066,1,"1","r"
"2300",25,11,"absent",1.74,1,"1","r"
"2301",25,12,"heterogenous",1.384,0,"1","r"
"2302",25,13,"absent",1.544,1,"1","r"
"2303",25,14,"absent",1.627,1,"1","r"
"2304",25,15,"homogenous",0.766,1,"1","r"
"2305",25,16,"heterogenous",1.882,0,"1","r"
"2306",25,17,"absent",1.616,1,"1","r"
"2307",25,18,"absent",1.5,1,"1","r"
"2308",25,19,"absent",1.311,1,"1","r"
"2309",25,20,"absent",1.5,0,"1","r"
"2310",25,21,"heterogenous",1.887,0,"1","r"
"2311",25,22,"heterogenous",3.241,0,"1","r"
"2312",25,23,"absent",3.362,1,"1","r"
"2313",25,24,"absent",1.677,1,"1","r"
"2314",25,25,"homogenous",0.968,1,"1","r"
"2315",25,26,"absent",1.659,1,"1","r"
"2316",25,27,"homogenous",0.807,1,"1","r"
"2317",25,28,"absent",1.679,1,"1","r"
"2318",25,29,"absent",0.798,1,"1","r"
"2319",25,30,"absent",1.263,1,"1","r"
"2320",25,31,"absent",3.709,1,"1","r"
"2321",25,32,"absent",1.418,0,"1","r"
"2322",25,33,"heterogenous",2.673,0,"1","r"
"2323",25,34,"homogenous",0.862,1,"1","r"
"2324",25,35,"heterogenous",1.371,0,"1","r"
"2325",25,36,"homogenous",0.701,1,"1","r"
"2326",25,37,"heterogenous",2.276,0,"1","r"
"2327",25,38,"homogenous",0.738,1,"1","r"
"2328",25,39,"absent",2.131,1,"1","r"
"2329",25,40,"heterogenous",1.586,1,"1","r"
"2330",25,41,"heterogenous",1.812,0,"1","r"
"2331",25,42,"absent",1.598,1,"1","r"
"2332",25,43,"absent",1.232,1,"1","r"
"2333",25,44,"absent",1.648,1,"1","r"
"2334",25,45,"absent",1.923,1,"1","r"
"2335",25,46,"heterogenous",1.291,0,"1","r"
"2336",25,47,"absent",2.439,1,"1","r"
"2337",25,48,"homogenous",0.832,1,"1","r"
"2338",25,49,"homogenous",0.64,1,"1","r"
"2339",25,50,"homogenous",0.704,1,"1","r"
"2340",25,51,"absent",1.439,1,"1","r"
"2341",25,52,"homogenous",0.789,1,"1","r"
"2342",25,53,"homogenous",0.693,1,"1","r"
"2343",25,54,"absent",1.943,1,"1","r"
"2344",25,55,"absent",1.219,0,"1","r"
