"subj","trial","targSide","RT","acc","block","incentive"
"4019",1,22,"homogenous",0.571,1,"2","r"
"4020",1,23,"absent",0.772,0,"2","r"
"4021",1,24,"absent",0.821,0,"2","r"
"4022",1,25,"homogenous",0.642,1,"2","r"
"4023",1,26,"homogenous",0.602,1,"2","r"
"4024",1,27,"absent",1.493,1,"2","r"
"4025",1,28,"heterogenous",0.865,0,"2","r"
"4026",1,29,"homogenous",0.643,1,"2","r"
"4027",1,30,"homogenous",0.674,1,"2","r"
"4028",1,31,"homogenous",0.723,1,"2","r"
"4029",1,32,"homogenous",0.623,1,"2","r"
"4030",1,33,"absent",0.863,1,"2","r"
"4031",1,34,"absent",0.551,0,"2","r"
"4032",1,35,"heterogenous",0.64,1,"2","r"
"4033",1,36,"absent",0.612,0,"2","r"
"4034",1,37,"heterogenous",0.754,1,"2","r"
"4035",1,38,"absent",0.981,1,"2","r"
"4036",1,39,"heterogenous",0.603,1,"2","r"
"4037",1,40,"heterogenous",0.603,1,"2","r"
"4038",1,41,"homogenous",0.56,1,"2","r"
"4039",1,42,"homogenous",0.495,1,"2","r"
"4040",1,43,"absent",0.43,0,"2","r"
"4041",1,44,"homogenous",0.523,1,"2","r"
"4042",1,45,"absent",1.009,1,"2","r"
"4043",1,46,"heterogenous",0.993,0,"2","r"
"4044",1,47,"absent",0.704,1,"2","r"
"4045",1,48,"heterogenous",0.632,1,"2","r"
"4046",1,49,"absent",0.76,1,"2","r"
"4047",1,51,"absent",0.883,1,"2","r"
"4048",1,52,"absent",0.773,1,"2","r"
"4049",1,53,"homogenous",0.66,1,"2","r"
"4050",1,54,"homogenous",0.62,1,"2","r"
"4051",1,55,"absent",0.704,1,"2","r"
"4052",1,56,"absent",0.654,1,"2","r"
"4053",1,57,"absent",1.113,0,"2","r"
"4054",1,58,"absent",0.832,0,"2","r"
"4055",1,59,"absent",0.771,1,"2","r"
"4056",1,60,"absent",0.781,0,"2","r"
"4057",1,61,"homogenous",0.604,1,"2","r"
"4058",1,62,"heterogenous",0.722,1,"2","r"
"4059",1,63,"homogenous",0.591,1,"2","r"
"4060",1,64,"heterogenous",1.102,0,"2","r"
"4061",1,65,"absent",0.681,0,"2","r"
"4062",1,66,"heterogenous",0.813,0,"2","r"
"4063",1,67,"absent",1.031,1,"2","r"
"4064",1,68,"homogenous",0.622,1,"2","r"
"4065",1,69,"absent",1.08,1,"2","r"
"4066",1,70,"heterogenous",1.521,1,"2","r"
"4067",1,71,"absent",0.923,1,"2","r"
"4068",1,72,"absent",0.88,1,"2","r"
"4069",1,73,"heterogenous",0.655,0,"2","r"
"4070",1,74,"absent",0.662,0,"2","r"
"4071",1,75,"absent",0.85,1,"2","r"
"4072",1,76,"homogenous",0.633,1,"2","r"
"4073",1,77,"absent",0.934,0,"2","r"
"4074",1,78,"homogenous",0.93,0,"2","r"
"4075",1,79,"heterogenous",0.661,1,"2","r"
"4076",1,80,"homogenous",0.581,1,"2","r"
"4077",1,81,"homogenous",0.53,1,"2","r"
"4078",1,82,"homogenous",0.502,1,"2","r"
"4079",1,83,"heterogenous",0.923,0,"2","r"
"4080",1,84,"heterogenous",0.523,1,"2","r"
"4081",1,85,"absent",0.533,0,"2","r"
"4082",1,86,"homogenous",0.67,1,"2","r"
"4083",1,87,"absent",0.739,0,"2","r"
"4084",1,88,"absent",1.039,1,"2","r"
"4085",1,89,"absent",0.755,1,"2","r"
"4086",1,90,"absent",0.925,0,"2","r"
"4087",1,91,"absent",0.881,1,"2","r"
"4088",1,92,"absent",0.731,1,"2","r"
"4089",1,93,"absent",0.663,0,"2","r"
"4090",1,94,"absent",1.24,0,"2","r"
"4091",1,95,"heterogenous",1.202,0,"2","r"
"4092",1,96,"absent",0.863,0,"2","r"
"4093",2,1,"absent",10.382,1,"2","f"
"4094",2,2,"homogenous",1.015,1,"2","f"
"4095",2,3,"homogenous",0.997,1,"2","f"
"4096",2,4,"absent",9.478,1,"2","f"
"4097",2,5,"absent",7.615,1,"2","f"
"4098",2,6,"absent",9.055,1,"2","f"
"4099",2,7,"homogenous",0.781,1,"2","f"
"4100",2,8,"heterogenous",3.199,1,"2","f"
"4101",2,9,"absent",14.551,1,"2","f"
"4102",2,10,"absent",13.183,1,"2","f"
"4103",2,11,"heterogenous",9.734,1,"2","f"
"4104",2,12,"absent",8.44,1,"2","f"
"4105",2,13,"absent",10.986,1,"2","f"
"4106",2,14,"absent",14.454,1,"2","f"
"4107",2,15,"heterogenous",9.825,1,"2","f"
"4108",2,16,"heterogenous",4.573,1,"2","f"
"4109",2,17,"absent",12.637,1,"2","f"
"4110",2,18,"absent",12.004,1,"2","f"
"4111",2,19,"heterogenous",3.272,1,"2","f"
"4112",2,20,"absent",10.375,1,"2","f"
"4113",2,21,"absent",11.725,1,"2","f"
"4114",2,22,"homogenous",0.839,1,"2","f"
"4115",2,23,"absent",12.576,1,"2","f"
"4116",2,24,"absent",11.758,1,"2","f"
"4117",2,25,"heterogenous",6.024,1,"2","f"
"4118",2,26,"heterogenous",12.824,1,"2","f"
"4119",2,27,"heterogenous",8.482,1,"2","f"
"4120",2,28,"homogenous",0.771,1,"2","f"
"4121",2,29,"absent",11.105,1,"2","f"
"4122",2,30,"absent",13.026,1,"2","f"
"4123",2,31,"homogenous",0.824,1,"2","f"
"4124",2,32,"heterogenous",6.862,1,"2","f"
"4125",2,33,"absent",14.774,1,"2","f"
"4126",2,34,"homogenous",0.821,1,"2","f"
"4127",2,35,"heterogenous",7.473,1,"2","f"
"4128",2,36,"heterogenous",6.045,1,"2","f"
"4129",2,37,"heterogenous",15.344,0,"2","f"
"4130",2,38,"absent",13.774,1,"2","f"
"4131",2,39,"absent",12.428,1,"2","f"
"4132",2,40,"homogenous",0.825,1,"2","f"
"4133",2,41,"absent",11.905,1,"2","f"
"4134",2,42,"absent",15.523,1,"2","f"
"4135",2,43,"absent",8.595,1,"2","f"
"4136",2,44,"absent",12.397,1,"2","f"
"4137",2,45,"heterogenous",14.174,0,"2","f"
"4138",2,46,"homogenous",0.979,1,"2","f"
"4139",2,47,"absent",11.425,1,"2","f"
"4140",2,48,"heterogenous",2.107,1,"2","f"
"4141",2,49,"homogenous",1.273,1,"2","f"
"4142",2,50,"homogenous",0.847,1,"2","f"
"4143",2,51,"absent",9.754,1,"2","f"
"4144",2,52,"heterogenous",6.146,1,"2","f"
"4145",2,53,"homogenous",0.821,1,"2","f"
"4146",2,54,"heterogenous",5.617,1,"2","f"
"4147",2,55,"heterogenous",4.815,1,"2","f"
"4148",2,56,"heterogenous",4.152,1,"2","f"
"4149",2,57,"absent",10.982,1,"2","f"
"4150",2,58,"heterogenous",9.317,0,"2","f"
"4151",2,59,"absent",11.641,1,"2","f"
"4152",2,60,"absent",9.114,1,"2","f"
"4153",2,61,"absent",9.217,1,"2","f"
"4154",2,62,"absent",9.514,1,"2","f"
"4155",2,63,"homogenous",0.99,1,"2","f"
"4156",2,64,"homogenous",1.321,1,"2","f"
"4157",2,65,"heterogenous",4.955,1,"2","f"
"4158",2,66,"heterogenous",1.985,1,"2","f"
"4159",2,67,"homogenous",0.868,1,"2","f"
"4160",2,68,"heterogenous",4.162,1,"2","f"
"4161",2,69,"absent",13.798,1,"2","f"
"4162",2,70,"homogenous",0.899,1,"2","f"
"4163",2,71,"homogenous",0.823,1,"2","f"
"4164",2,72,"absent",10.792,1,"2","f"
"4165",2,73,"absent",7.123,1,"2","f"
"4166",2,74,"homogenous",0.886,1,"2","f"
"4167",2,75,"absent",8.894,1,"2","f"
"4168",2,76,"homogenous",0.834,1,"2","f"
"4169",2,77,"absent",9.632,1,"2","f"
"4170",2,78,"homogenous",0.871,1,"2","f"
"4171",2,79,"absent",12.136,1,"2","f"
"4172",2,80,"heterogenous",11.497,0,"2","f"
"4173",2,81,"absent",10.985,1,"2","f"
"4174",2,82,"absent",7.945,1,"2","f"
"4175",2,83,"homogenous",0.773,1,"2","f"
"4176",2,84,"absent",9.817,1,"2","f"
"4177",2,85,"absent",12.046,1,"2","f"
"4178",2,86,"absent",5.463,1,"2","f"
"4179",2,87,"homogenous",0.806,1,"2","f"
"4180",2,88,"absent",10.12,1,"2","f"
"4181",2,89,"absent",7.69,1,"2","f"
"4182",2,90,"absent",7.294,1,"2","f"
"4183",2,91,"homogenous",1.273,1,"2","f"
"4184",2,92,"heterogenous",9.362,0,"2","f"
"4185",2,93,"absent",8.23,1,"2","f"
"4186",2,94,"absent",9.691,1,"2","f"
"4187",2,95,"homogenous",0.796,1,"2","f"
"4188",2,96,"absent",7.064,1,"2","f"
"4189",3,1,"absent",11.485,1,"2","f"
"4190",3,2,"absent",10.505,1,"2","f"
"4191",3,3,"absent",10.746,1,"2","f"
"4192",3,4,"heterogenous",12.385,0,"2","f"
"4193",3,5,"heterogenous",13.626,1,"2","f"
"4194",3,6,"homogenous",0.922,1,"2","f"
"4195",3,7,"homogenous",0.899,1,"2","f"
"4196",3,8,"absent",13.086,1,"2","f"
"4197",3,9,"homogenous",1.001,1,"2","f"
"4198",3,10,"absent",9.736,1,"2","f"
"4199",3,11,"absent",11.505,1,"2","f"
"4200",3,12,"absent",15.468,1,"2","f"
"4201",3,13,"absent",9.712,1,"2","f"
"4202",3,14,"homogenous",1.004,1,"2","f"
"4203",3,15,"absent",8.436,1,"2","f"
"4204",3,16,"absent",12.801,1,"2","f"
"4205",3,17,"homogenous",0.924,1,"2","f"
"4206",3,18,"heterogenous",8.461,0,"2","f"
"4207",3,19,"heterogenous",12.657,0,"2","f"
"4208",3,20,"heterogenous",7.059,1,"2","f"
"4209",3,21,"absent",14.166,1,"2","f"
"4210",3,22,"absent",16.6,1,"2","f"
"4211",3,23,"absent",11.446,1,"2","f"
"4212",3,24,"absent",12.055,1,"2","f"
"4213",3,25,"absent",8.737,1,"2","f"
"4214",3,26,"absent",19.202,1,"2","f"
"4215",3,28,"absent",7.328,1,"2","f"
"4216",3,29,"absent",11.182,1,"2","f"
"4217",3,30,"heterogenous",7.837,0,"2","f"
"4218",3,31,"homogenous",1.032,1,"2","f"
"4219",3,32,"absent",7.411,1,"2","f"
"4220",3,33,"homogenous",1.135,1,"2","f"
"4221",3,34,"homogenous",0.793,1,"2","f"
"4222",3,35,"absent",11.223,0,"2","f"
"4223",3,36,"absent",3.46,0,"2","f"
"4224",3,37,"homogenous",0.92,1,"2","f"
"4225",3,38,"heterogenous",8.227,1,"2","f"
"4226",3,39,"homogenous",0.906,1,"2","f"
"4227",3,40,"heterogenous",9.522,1,"2","f"
"4228",3,41,"absent",14.951,0,"2","f"
"4229",3,42,"absent",21.897,1,"2","f"
"4230",3,43,"absent",10.054,1,"2","f"
"4231",3,44,"homogenous",0.941,1,"2","f"
"4232",3,45,"absent",11.2,0,"2","f"
"4233",3,46,"absent",15.567,1,"2","f"
"4234",3,47,"heterogenous",16.699,0,"2","f"
"4235",3,48,"absent",20.448,1,"2","f"
"4236",3,49,"absent",14.098,0,"2","f"
"4237",3,50,"heterogenous",2.429,1,"2","f"
"4238",3,51,"heterogenous",12.955,0,"2","f"
"4239",3,52,"absent",11.152,1,"2","f"
"4240",3,53,"homogenous",1.139,1,"2","f"
"4241",3,54,"absent",15.072,1,"2","f"
"4242",3,55,"homogenous",0.962,1,"2","f"
"4243",3,56,"homogenous",0.879,1,"2","f"
"4244",3,57,"heterogenous",14.494,0,"2","f"
"4245",3,58,"absent",24.716,1,"2","f"
"4246",3,59,"absent",9.746,1,"2","f"
"4247",3,60,"heterogenous",8.794,0,"2","f"
"4248",3,62,"absent",11.807,1,"2","f"
"4249",3,63,"absent",10.937,1,"2","f"
"4250",3,64,"heterogenous",10.723,0,"2","f"
"4251",3,65,"absent",12.681,1,"2","f"
"4252",3,66,"homogenous",1.183,1,"2","f"
"4253",3,67,"homogenous",0.868,1,"2","f"
"4254",3,68,"absent",17.608,1,"2","f"
"4255",3,69,"absent",8.455,1,"2","f"
"4256",3,70,"absent",4.429,1,"2","f"
"4257",3,71,"heterogenous",11.584,0,"2","f"
"4258",3,72,"homogenous",0.849,1,"2","f"
"4259",3,73,"absent",15.342,1,"2","f"
"4260",3,74,"heterogenous",9.031,0,"2","f"
"4261",3,75,"heterogenous",12.432,0,"2","f"
"4262",3,76,"heterogenous",4.017,1,"2","f"
"4263",3,77,"homogenous",1.084,1,"2","f"
"4264",3,78,"absent",6.473,1,"2","f"
"4265",3,79,"absent",10.026,1,"2","f"
"4266",3,80,"absent",8.816,1,"2","f"
"4267",3,81,"absent",9.681,1,"2","f"
"4268",3,82,"heterogenous",7.718,0,"2","f"
"4269",3,83,"absent",3.51,1,"2","f"
"4270",3,85,"homogenous",1.216,1,"2","f"
"4271",3,86,"heterogenous",5.559,0,"2","f"
"4272",3,87,"heterogenous",9.372,0,"2","f"
"4273",3,88,"homogenous",0.926,1,"2","f"
"4274",3,89,"homogenous",0.981,1,"2","f"
"4275",3,90,"absent",6.805,1,"2","f"
"4276",3,91,"heterogenous",9.025,0,"2","f"
"4277",3,92,"homogenous",1.082,1,"2","f"
"4278",3,93,"heterogenous",5.485,1,"2","f"
"4279",3,94,"absent",11.263,1,"2","f"
"4280",3,95,"heterogenous",11.647,0,"2","f"
"4281",3,96,"absent",9.382,1,"2","f"
"4282",4,1,"absent",0.629,0,"2","r"
"4283",4,2,"homogenous",0.627,0,"2","r"
"4284",4,3,"homogenous",0.9,1,"2","r"
"4285",4,4,"homogenous",0.673,1,"2","r"
"4286",4,5,"absent",0.955,0,"2","r"
"4287",4,6,"heterogenous",1.72,1,"2","r"
"4288",4,7,"absent",1.571,0,"2","r"
"4289",4,8,"absent",1.106,0,"2","r"
"4290",4,9,"heterogenous",3.032,0,"2","r"
"4291",4,10,"heterogenous",3.477,1,"2","r"
"4292",4,11,"homogenous",1.096,1,"2","r"
"4293",4,12,"heterogenous",1.148,1,"2","r"
"4294",4,13,"homogenous",1.489,1,"2","r"
"4295",4,14,"absent",1.552,0,"2","r"
"4296",4,15,"homogenous",1.252,1,"2","r"
"4297",4,16,"homogenous",1.212,1,"2","r"
"4298",4,17,"homogenous",1.204,1,"2","r"
"4299",4,18,"heterogenous",0.421,0,"2","r"
"4300",4,19,"homogenous",0.307,1,"2","r"
"4301",4,20,"absent",0.288,0,"2","r"
"4302",4,21,"absent",0.336,1,"2","r"
"4303",4,22,"absent",0.449,0,"2","r"
"4304",4,23,"absent",0.681,0,"2","r"
"4305",4,24,"absent",1.74,0,"2","r"
"4306",4,25,"heterogenous",1.482,1,"2","r"
"4307",4,26,"heterogenous",1.912,1,"2","r"
"4308",4,27,"homogenous",1.101,1,"2","r"
"4309",4,28,"heterogenous",1.37,1,"2","r"
"4310",4,29,"absent",0.703,0,"2","r"
"4311",4,30,"homogenous",0.555,0,"2","r"
"4312",4,31,"heterogenous",0.8,0,"2","r"
"4313",4,32,"absent",0.692,0,"2","r"
"4314",4,33,"absent",1.713,0,"2","r"
"4315",4,34,"absent",1.221,1,"2","r"
"4316",4,35,"absent",1.011,1,"2","r"
"4317",4,36,"absent",0.409,1,"2","r"
"4318",4,37,"homogenous",0.393,0,"2","r"
"4319",4,38,"homogenous",0.576,1,"2","r"
"4320",4,39,"homogenous",1.236,1,"2","r"
"4321",4,40,"homogenous",1.482,1,"2","r"
"4322",4,41,"heterogenous",0.703,1,"2","r"
"4323",4,42,"absent",0.608,0,"2","r"
"4324",4,43,"absent",0.352,1,"2","r"
"4325",4,44,"absent",0.451,1,"2","r"
"4326",4,45,"heterogenous",0.861,1,"2","r"
"4327",4,46,"absent",0.611,0,"2","r"
"4328",4,47,"heterogenous",0.88,0,"2","r"
"4329",4,48,"absent",1.065,0,"2","r"
"4330",4,49,"absent",1.045,0,"2","r"
"4331",4,50,"absent",1.169,0,"2","r"
"4332",4,51,"homogenous",0.523,0,"2","r"
"4333",4,52,"absent",1.292,0,"2","r"
"4334",4,53,"heterogenous",1.53,1,"2","r"
"4335",4,54,"absent",1.261,0,"2","r"
"4336",4,55,"absent",1.692,1,"2","r"
"4337",4,56,"homogenous",0.65,0,"2","r"
"4338",4,57,"heterogenous",0.583,1,"2","r"
"4339",4,58,"heterogenous",1.234,0,"2","r"
"4340",4,59,"absent",1.276,0,"2","r"
"4341",4,60,"absent",1.092,0,"2","r"
"4342",4,61,"absent",0.78,0,"2","r"
"4343",4,62,"absent",2.974,0,"2","r"
"4344",4,63,"absent",0.88,1,"2","r"
"4345",4,64,"absent",1.242,1,"2","r"
"4346",4,65,"homogenous",1.402,1,"2","r"
"4347",4,66,"homogenous",1.331,1,"2","r"
"4348",4,67,"heterogenous",0.818,1,"2","r"
"4349",4,68,"absent",1.752,0,"2","r"
"4350",4,69,"absent",1.529,1,"2","r"
"4351",4,70,"absent",2.268,0,"2","r"
"4352",4,71,"heterogenous",1.22,1,"2","r"
"4353",4,72,"heterogenous",1.073,0,"2","r"
"4354",4,73,"heterogenous",2.009,0,"2","r"
"4355",4,74,"absent",1.653,1,"2","r"
"4356",4,75,"absent",1.095,0,"2","r"
"4357",4,76,"heterogenous",1.402,0,"2","r"
"4358",4,77,"absent",2.221,0,"2","r"
"4359",4,78,"homogenous",1.433,0,"2","r"
"4360",4,79,"absent",1.002,0,"2","r"
"4361",4,80,"heterogenous",1.506,1,"2","r"
"4362",4,81,"absent",0.649,1,"2","r"
"4363",4,83,"absent",1.2,0,"2","r"
"4364",4,84,"absent",1.114,1,"2","r"
"4365",4,85,"homogenous",1.39,1,"2","r"
"4366",4,86,"absent",1.039,0,"2","r"
"4367",4,87,"heterogenous",0.894,0,"2","r"
"4368",4,88,"absent",0.601,0,"2","r"
"4369",4,89,"absent",1.915,0,"2","r"
"4370",4,90,"heterogenous",0.566,0,"2","r"
"4371",4,91,"absent",1.519,0,"2","r"
"4372",4,92,"absent",0.991,0,"2","r"
"4373",4,93,"homogenous",1.388,1,"2","r"
"4374",4,94,"homogenous",0.904,1,"2","r"
"4375",4,95,"absent",2.032,0,"2","r"
"4376",4,96,"homogenous",1.02,1,"2","r"
"4377",5,1,"absent",1.326,1,"2","f"
"4378",5,2,"absent",0.851,1,"2","f"
"4379",5,3,"absent",0.901,1,"2","f"
"4380",5,4,"heterogenous",0.934,1,"2","f"
"4381",5,5,"absent",1.087,1,"2","f"
"4382",5,6,"absent",0.789,1,"2","f"
"4383",5,7,"homogenous",0.565,1,"2","f"
"4384",5,8,"absent",0.674,1,"2","f"
"4385",5,9,"homogenous",0.613,1,"2","f"
"4386",5,10,"absent",0.628,1,"2","f"
"4387",5,11,"homogenous",0.57,1,"2","f"
"4388",5,12,"absent",0.618,1,"2","f"
"4389",5,13,"absent",1.081,1,"2","f"
"4390",5,14,"homogenous",0.529,1,"2","f"
"4391",5,15,"absent",0.63,1,"2","f"
"4392",5,17,"absent",0.681,1,"2","f"
"4393",5,18,"absent",0.746,1,"2","f"
"4394",5,19,"absent",0.625,1,"2","f"
"4395",5,20,"heterogenous",0.841,1,"2","f"
"4396",5,22,"absent",1.574,1,"2","f"
"4397",5,23,"heterogenous",0.657,0,"2","f"
"4398",5,24,"homogenous",0.578,1,"2","f"
"4399",5,25,"absent",0.632,1,"2","f"
"4400",5,26,"heterogenous",0.795,1,"2","f"
"4401",5,27,"absent",1.48,1,"2","f"
"4402",5,28,"homogenous",0.616,1,"2","f"
"4403",5,29,"absent",0.637,1,"2","f"
"4404",5,30,"heterogenous",0.8,1,"2","f"
"4405",5,31,"homogenous",0.618,1,"2","f"
"4406",5,32,"heterogenous",0.944,1,"2","f"
"4407",5,33,"absent",0.772,1,"2","f"
"4408",5,34,"heterogenous",0.771,0,"2","f"
"4409",5,35,"heterogenous",1.571,1,"2","f"
"4410",5,36,"absent",1.61,1,"2","f"
"4411",5,37,"absent",1.325,1,"2","f"
"4412",5,38,"absent",1.116,1,"2","f"
"4413",5,39,"absent",0.832,1,"2","f"
"4414",5,40,"absent",0.853,1,"2","f"
"4415",5,41,"absent",2.308,1,"2","f"
"4416",5,42,"absent",1.187,1,"2","f"
"4417",5,43,"absent",1.736,1,"2","f"
"4418",5,44,"homogenous",0.621,1,"2","f"
"4419",5,45,"absent",0.842,1,"2","f"
"4420",5,46,"heterogenous",0.813,1,"2","f"
"4421",5,47,"heterogenous",1.269,1,"2","f"
"4422",5,48,"absent",0.647,1,"2","f"
"4423",5,49,"homogenous",0.601,1,"2","f"
"4424",5,50,"heterogenous",0.631,0,"2","f"
"4425",5,51,"homogenous",0.559,1,"2","f"
"4426",5,52,"homogenous",0.57,1,"2","f"
"4427",5,53,"absent",0.863,1,"2","f"
"4428",5,54,"absent",0.895,1,"2","f"
"4429",5,55,"homogenous",0.488,1,"2","f"
"4430",5,56,"heterogenous",0.89,1,"2","f"
"4431",5,57,"absent",0.856,1,"2","f"
"4432",5,58,"homogenous",0.573,1,"2","f"
"4433",5,59,"homogenous",0.617,1,"2","f"
"4434",5,60,"homogenous",0.563,1,"2","f"
"4435",5,62,"heterogenous",0.833,1,"2","f"
"4436",5,63,"homogenous",0.563,1,"2","f"
"4437",5,64,"absent",1.083,1,"2","f"
"4438",5,65,"heterogenous",0.721,1,"2","f"
"4439",5,66,"heterogenous",1.272,0,"2","f"
"4440",5,67,"heterogenous",1.019,1,"2","f"
"4441",5,68,"absent",1.848,1,"2","f"
"4442",5,69,"homogenous",0.588,1,"2","f"
"4443",5,70,"absent",1.194,1,"2","f"
"4444",5,71,"absent",0.947,1,"2","f"
"4445",5,72,"absent",0.692,1,"2","f"
"4446",5,73,"absent",1.32,1,"2","f"
"4447",5,74,"absent",0.635,1,"2","f"
"4448",5,75,"heterogenous",1.117,1,"2","f"
"4449",5,77,"heterogenous",1.862,0,"2","f"
"4450",5,78,"absent",1.539,1,"2","f"
"4451",5,79,"absent",1.235,1,"2","f"
"4452",5,80,"heterogenous",0.733,1,"2","f"
"4453",5,81,"homogenous",0.578,1,"2","f"
"4454",5,82,"homogenous",0.538,1,"2","f"
"4455",5,83,"homogenous",0.577,1,"2","f"
"4456",5,84,"heterogenous",1.071,1,"2","f"
"4457",5,85,"absent",0.88,0,"2","f"
"4458",5,86,"absent",1.033,1,"2","f"
"4459",5,87,"homogenous",0.683,1,"2","f"
"4460",5,88,"homogenous",0.592,1,"2","f"
"4461",5,89,"homogenous",0.62,1,"2","f"
"4462",5,90,"absent",1.129,0,"2","f"
"4463",5,91,"absent",1.119,1,"2","f"
"4464",5,92,"heterogenous",1.185,1,"2","f"
"4465",5,93,"heterogenous",0.679,1,"2","f"
"4466",5,94,"absent",0.85,1,"2","f"
"4467",5,95,"homogenous",0.789,1,"2","f"
"4468",5,96,"heterogenous",0.965,1,"2","f"
"4469",6,1,"heterogenous",1.619,1,"2","r"
"4470",6,2,"absent",7.158,1,"2","r"
"4471",6,3,"absent",6.464,1,"2","r"
"4472",6,4,"absent",6.524,1,"2","r"
"4473",6,5,"heterogenous",7.763,0,"2","r"
"4474",6,6,"heterogenous",5.703,1,"2","r"
"4475",6,7,"absent",10.025,1,"2","r"
"4476",6,8,"absent",10.878,1,"2","r"
"4477",6,9,"absent",8.287,1,"2","r"
"4478",6,10,"absent",7.961,1,"2","r"
"4479",6,11,"heterogenous",12.101,0,"2","r"
"4480",6,12,"heterogenous",8.652,0,"2","r"
"4481",6,13,"heterogenous",12.157,0,"2","r"
"4482",6,14,"absent",14.264,1,"2","r"
"4483",6,15,"homogenous",0.804,1,"2","r"
"4484",6,16,"absent",8.074,1,"2","r"
"4485",6,17,"heterogenous",6.06,1,"2","r"
"4486",6,18,"homogenous",0.603,1,"2","r"
"4487",6,19,"homogenous",0.558,1,"2","r"
"4488",6,20,"absent",9.403,1,"2","r"
"4489",6,21,"absent",9.653,1,"2","r"
"4490",6,22,"homogenous",0.513,1,"2","r"
"4491",6,23,"absent",11.949,1,"2","r"
"4492",6,24,"heterogenous",9.203,0,"2","r"
"4493",6,25,"heterogenous",4.811,1,"2","r"
"4494",6,26,"heterogenous",5.402,1,"2","r"
"4495",6,27,"absent",7.662,1,"2","r"
"4496",6,28,"homogenous",0.71,1,"2","r"
"4497",6,29,"heterogenous",8.049,1,"2","r"
"4498",6,30,"absent",7.776,1,"2","r"
"4499",6,31,"absent",8.694,1,"2","r"
"4500",6,32,"absent",8.225,1,"2","r"
"4501",6,33,"absent",9.126,1,"2","r"
"4502",6,34,"homogenous",0.765,1,"2","r"
"4503",6,35,"heterogenous",8.707,0,"2","r"
"4504",6,36,"heterogenous",9.893,0,"2","r"
"4505",6,37,"absent",9.411,1,"2","r"
"4506",6,38,"homogenous",0.572,1,"2","r"
"4507",6,39,"absent",9.079,1,"2","r"
"4508",6,40,"absent",10.06,1,"2","r"
"4509",6,41,"heterogenous",11.214,0,"2","r"
"4510",6,42,"absent",12.886,1,"2","r"
"4511",6,43,"homogenous",0.78,1,"2","r"
"4512",6,44,"homogenous",0.6,1,"2","r"
"4513",6,45,"heterogenous",13.623,0,"2","r"
"4514",6,46,"heterogenous",13.406,0,"2","r"
"4515",6,47,"heterogenous",2.982,1,"2","r"
"4516",6,48,"heterogenous",10.13,1,"2","r"
"4517",6,49,"homogenous",0.599,1,"2","r"
"4518",6,50,"absent",10.925,1,"2","r"
"4519",6,51,"absent",9.593,1,"2","r"
"4520",6,52,"absent",9.991,1,"2","r"
"4521",6,53,"homogenous",0.742,1,"2","r"
"4522",6,54,"absent",10.847,1,"2","r"
"4523",6,55,"absent",8.656,1,"2","r"
"4524",6,56,"homogenous",0.533,1,"2","r"
"4525",6,57,"absent",7.802,1,"2","r"
"4526",6,58,"homogenous",1.054,1,"2","r"
"4527",6,59,"absent",8.063,1,"2","r"
"4528",6,60,"absent",10.544,1,"2","r"
"4529",6,61,"absent",9.715,1,"2","r"
"4530",6,62,"heterogenous",2.471,1,"2","r"
"4531",6,63,"absent",16.513,1,"2","r"
"4532",6,64,"heterogenous",1.402,1,"2","r"
"4533",6,65,"homogenous",0.581,1,"2","r"
"4534",6,66,"absent",8.196,1,"2","r"
"4535",6,67,"absent",6.843,1,"2","r"
"4536",6,68,"homogenous",0.542,1,"2","r"
"4537",6,69,"heterogenous",8.603,0,"2","r"
"4538",6,70,"absent",9.652,1,"2","r"
"4539",6,71,"homogenous",0.539,1,"2","r"
"4540",6,72,"absent",10.33,1,"2","r"
"4541",6,73,"heterogenous",10.301,0,"2","r"
"4542",6,74,"absent",17.32,1,"2","r"
"4543",6,75,"homogenous",0.658,1,"2","r"
"4544",6,77,"homogenous",0.574,1,"2","r"
"4545",6,78,"heterogenous",2.631,1,"2","r"
"4546",6,79,"absent",13.399,1,"2","r"
"4547",6,80,"homogenous",0.579,1,"2","r"
"4548",6,81,"absent",9.356,1,"2","r"
"4549",6,82,"homogenous",0.572,1,"2","r"
"4550",6,83,"absent",11.579,1,"2","r"
"4551",6,84,"absent",6.402,1,"2","r"
"4552",6,85,"absent",10.025,1,"2","r"
"4553",6,86,"heterogenous",7.944,0,"2","r"
"4554",6,87,"absent",10.022,1,"2","r"
"4555",6,88,"absent",14.773,1,"2","r"
"4556",6,89,"homogenous",0.601,1,"2","r"
"4557",6,90,"homogenous",0.488,1,"2","r"
"4558",6,91,"absent",13.624,1,"2","r"
"4559",6,92,"homogenous",0.571,1,"2","r"
"4560",6,93,"absent",12.871,1,"2","r"
"4561",6,94,"absent",10.727,1,"2","r"
"4562",6,95,"absent",8.273,1,"2","r"
"4563",6,96,"absent",6.933,1,"2","r"
"4564",7,1,"absent",1.496,1,"2","r"
"4565",7,2,"homogenous",1.052,1,"2","r"
"4566",7,3,"heterogenous",1.581,0,"2","r"
"4567",7,4,"absent",1.781,1,"2","r"
"4568",7,5,"heterogenous",0.763,0,"2","r"
"4569",7,6,"heterogenous",2.544,0,"2","r"
"4570",7,7,"absent",2.812,1,"2","r"
"4571",7,8,"heterogenous",1.663,0,"2","r"
