subNum	 block	 trialNo	 fixNo	 xFix	 xFixFlipped	 yFix	 fixStartTime	 fixEndTime	 targPresent	 targSide	 easySide	 RT	 accuracy
17	 1	 92	 1	 509	 -3	 363	 1144846	 1145250	 1	 left	 R	 0.902	 1
17	 1	 93	 1	 443	 69	 437	 1147211	 1147485	 0	 x	 L	 1.859	 0
17	 1	 94	 1	 0	 0	 0	 1147211	 1147485	 0	 x	 R	 1.417	 0
17	 1	 95	 1	 501	 11	 362	 1153615	 1153831	 0	 x	 L	 4.460	 1
17	 1	 96	 1	 684	 -172	 338	 1160031	 1160257	 0	 x	 L	 3.812	 1
18	 1	 1	 1	 513	 1	 387	 3900513	 3900962	 1	 right	 R	 4.084	 1
18	 1	 2	 1	 519	 7	 394	 3905846	 3906250	 0	 x	 R	 53.308	 1
18	 1	 3	 1	 0	 0	 0	 3905846	 3906250	 1	 left	 L	 5.481	 1
18	 1	 4	 1	 527	 15	 384	 3970630	 3971007	 0	 x	 R	 42.836	 1
18	 1	 5	 1	 512	 0	 395	 4014525	 4015054	 1	 left	 L	 1.855	 1
18	 1	 6	 1	 516	 4	 383	 4019033	 4019460	 0	 x	 R	 39.471	 1
18	 1	 7	 1	 525	 13	 366	 4062155	 4062577	 1	 left	 R	 34.844	 1
18	 1	 8	 1	 516	 -4	 354	 4099851	 4100231	 1	 right	 L	 11.305	 1
18	 1	 9	 1	 515	 -3	 389	 4113109	 4113503	 1	 right	 L	 35.529	 0
18	 1	 10	 1	 510	 2	 374	 4152998	 4153370	 0	 x	 L	 42.887	 1
18	 1	 11	 1	 515	 -3	 388	 4198940	 4199312	 0	 x	 L	 20.536	 1
18	 1	 12	 1	 508	 4	 382	 4222925	 4223299	 0	 x	 L	 27.562	 0
18	 1	 13	 1	 501	 -11	 379	 4255941	 4256377	 0	 x	 R	 6.463	 0
18	 1	 14	 1	 511	 1	 384	 4264165	 4264540	 1	 left	 L	 1.890	 1
18	 1	 15	 1	 507	 5	 377	 4267234	 4267646	 1	 right	 L	 5.584	 1
18	 1	 16	 1	 511	 1	 381	 4277558	 4277834	 1	 right	 L	 20.788	 1
18	 1	 17	 1	 519	 -7	 377	 4305398	 4305808	 0	 x	 L	 20.619	 0
18	 1	 18	 1	 514	 -2	 388	 4328378	 4328737	 1	 left	 L	 1.412	 1
18	 1	 19	 1	 514	 -2	 381	 4330837	 4331215	 0	 x	 L	 17.249	 1
18	 1	 20	 1	 528	 16	 397	 4350938	 4351340	 0	 x	 R	 5.362	 0
18	 1	 21	 1	 509	 3	 359	 4360358	 4360730	 1	 left	 L	 1.285	 1
18	 1	 22	 1	 507	 5	 362	 4363989	 4364379	 0	 x	 L	 20.130	 1
18	 1	 23	 1	 517	 -5	 360	 4387468	 4387854	 0	 x	 L	 24.602	 1
18	 1	 24	 1	 506	 6	 377	 4416924	 4417381	 0	 x	 L	 19.555	 1
18	 1	 25	 1	 515	 -3	 383	 4439631	 4439905	 1	 right	 L	 20.317	 0
18	 1	 26	 1	 508	 4	 394	 4462207	 4462581	 0	 x	 L	 15.668	 1
18	 1	 27	 1	 524	 12	 387	 4480728	 4481136	 1	 right	 R	 1.401	 1
18	 1	 28	 1	 520	 8	 380	 4484875	 4485118	 0	 x	 R	 18.110	 1
18	 1	 29	 1	 516	 4	 391	 4505335	 4505722	 1	 right	 R	 1.522	 1
18	 1	 30	 1	 0	 0	 0	 4505335	 4505722	 0	 x	 L	 27.999	 1
18	 1	 31	 1	 517	 5	 389	 4538378	 4538719	 0	 x	 R	 9.004	 0
18	 1	 32	 1	 516	 -4	 381	 4549742	 4550159	 0	 x	 L	 24.830	 1
18	 1	 33	 1	 517	 -5	 386	 4578822	 4579185	 0	 x	 L	 35.674	 1
18	 1	 34	 1	 511	 1	 379	 4618184	 4618584	 1	 right	 L	 32.906	 0
18	 1	 35	 1	 508	 -4	 380	 4653251	 4653632	 0	 x	 R	 31.842	 1
18	 1	 36	 1	 508	 4	 387	 4687578	 4687946	 1	 left	 L	 1.229	 1
18	 1	 37	 1	 534	 22	 367	 4692258	 4692609	 0	 x	 R	 30.099	 1
18	 1	 38	 1	 531	 19	 360	 4727011	 4727380	 1	 left	 R	 18.707	 1
18	 1	 39	 1	 530	 -18	 375	 4752770	 4753177	 1	 left	 L	 0.992	 1
18	 1	 40	 1	 524	 12	 371	 4754811	 4755175	 0	 x	 R	 2.042	 0
18	 1	 41	 1	 518	 6	 375	 4758606	 4759070	 1	 right	 R	 1.049	 1
18	 1	 42	 1	 518	 -6	 387	 4761805	 4762216	 0	 x	 L	 16.685	 1
18	 1	 43	 1	 531	 19	 381	 4780642	 4781199	 1	 right	 R	 0.940	 1
18	 1	 44	 1	 521	 9	 390	 4783832	 4784239	 1	 right	 R	 0.932	 1
18	 1	 45	 1	 518	 6	 393	 4786014	 4786382	 1	 right	 R	 1.511	 1
18	 1	 46	 1	 628	 116	 385	 4789466	 4789727	 0	 x	 R	 22.999	 1
18	 1	 47	 1	 536	 24	 358	 4815427	 4815670	 1	 left	 R	 24.346	 0
18	 1	 48	 1	 524	 -12	 365	 4841937	 4842329	 0	 x	 L	 29.247	 1
18	 1	 49	 1	 513	 1	 386	 4874136	 4874494	 1	 right	 R	 1.463	 1
18	 1	 50	 1	 520	 -8	 382	 4877048	 4877402	 0	 x	 L	 38.923	 0
18	 1	 51	 1	 522	 10	 383	 4918026	 4918480	 0	 x	 R	 18.884	 1
18	 1	 52	 1	 513	 1	 345	 4940216	 4940611	 1	 left	 R	 24.612	 0
18	 1	 53	 1	 538	 26	 373	 4966004	 4966382	 0	 x	 R	 26.807	 1
18	 1	 54	 1	 517	 -5	 387	 4995165	 4995593	 0	 x	 L	 20.465	 0
18	 1	 55	 1	 528	 -16	 367	 5018879	 5019491	 0	 x	 L	 29.603	 1
18	 1	 56	 1	 549	 37	 405	 5050735	 5050992	 0	 x	 R	 41.142	 1
18	 1	 57	 1	 600	 -88	 343	 5095262	 5095572	 0	 x	 L	 28.159	 1
18	 1	 58	 1	 544	 -32	 362	 5125654	 5126027	 0	 x	 L	 20.456	 1
18	 1	 59	 1	 534	 22	 372	 5149960	 5150366	 0	 x	 R	 24.189	 1
18	 1	 60	 1	 544	 -32	 376	 5175389	 5175844	 1	 right	 L	 20.921	 0
18	 1	 61	 1	 542	 -30	 377	 5199070	 5199553	 1	 right	 L	 22.058	 1
18	 1	 62	 1	 531	 19	 368	 5225380	 5225727	 0	 x	 R	 34.782	 1
18	 1	 63	 1	 529	 17	 383	 5261813	 5262256	 0	 x	 R	 25.841	 1
18	 1	 64	 1	 517	 5	 388	 5288705	 5289091	 0	 x	 R	 37.312	 1
18	 1	 65	 1	 548	 36	 364	 5330271	 5330745	 1	 left	 R	 37.262	 0
18	 1	 66	 1	 546	 34	 387	 5368931	 5369295	 1	 right	 R	 1.357	 1
18	 1	 67	 1	 535	 23	 394	 5371543	 5371913	 1	 right	 R	 0.705	 1
18	 1	 68	 1	 529	 -17	 374	 5377399	 5377811	 1	 left	 L	 1.421	 1
18	 1	 69	 1	 531	 -19	 384	 5380072	 5380500	 1	 right	 L	 7.002	 1
18	 1	 70	 1	 530	 18	 391	 5389422	 5389631	 1	 right	 R	 1.163	 1
18	 1	 71	 1	 537	 25	 386	 5391681	 5391901	 0	 x	 R	 24.402	 1
18	 1	 72	 1	 530	 -18	 387	 5417300	 5417569	 1	 left	 L	 1.977	 1
18	 1	 73	 1	 525	 13	 376	 5421327	 5421762	 0	 x	 R	 27.057	 1
18	 1	 74	 1	 531	 -19	 376	 5450837	 5451295	 0	 x	 L	 22.848	 1
18	 1	 75	 1	 604	 -92	 350	 5476162	 5476372	 1	 right	 L	 22.246	 0
18	 1	 76	 1	 527	 -15	 358	 5500469	 5500900	 1	 right	 L	 26.096	 0
18	 1	 77	 1	 531	 19	 377	 5529429	 5529857	 0	 x	 R	 53.535	 1
18	 1	 78	 1	 537	 25	 364	 5585815	 5586215	 1	 left	 R	 19.350	 0
18	 1	 79	 1	 562	 50	 371	 5607129	 5607581	 1	 left	 R	 11.122	 1
18	 1	 80	 1	 559	 -47	 401	 5619903	 5620288	 1	 left	 L	 1.120	 1
18	 1	 81	 1	 0	 0	 0	 5619903	 5620288	 0	 x	 L	 28.268	 1
18	 1	 82	 1	 538	 26	 389	 5653284	 5653745	 1	 left	 R	 14.166	 0
18	 1	 83	 1	 550	 38	 377	 5668920	 5669320	 1	 left	 R	 7.874	 1
18	 1	 84	 1	 538	 26	 365	 5680143	 5680626	 1	 left	 R	 9.236	 1
18	 1	 85	 1	 544	 32	 368	 5691627	 5691916	 1	 right	 R	 0.993	 1
18	 1	 86	 1	 541	 29	 372	 5695670	 5696073	 1	 left	 R	 5.113	 1
18	 1	 87	 1	 522	 -10	 384	 5703252	 5703752	 1	 left	 L	 0.932	 1
18	 1	 88	 1	 548	 36	 377	 5708635	 5709112	 0	 x	 R	 11.105	 1
18	 1	 89	 1	 600	 -88	 378	 5722666	 5722958	 0	 x	 L	 24.177	 1
18	 1	 90	 1	 546	 -34	 407	 5749422	 5749683	 1	 left	 L	 0.950	 1
18	 1	 91	 1	 534	 22	 412	 5751920	 5752298	 1	 left	 R	 19.988	 0
18	 1	 92	 1	 512	 0	 391	 5775172	 5775450	 0	 x	 R	 15.134	 1
18	 1	 93	 1	 532	 -20	 381	 5795060	 5795496	 0	 x	 L	 23.857	 1
18	 1	 94	 1	 524	 -12	 383	 5821265	 5821653	 1	 right	 L	 3.035	 1
18	 1	 95	 1	 557	 45	 356	 5828623	 5828884	 0	 x	 R	 8.374	 0
18	 1	 96	 1	 549	 -37	 371	 5839673	 5840132	 0	 x	 L	 13.562	 1
19	 1	 1	 1	 512	 0	 382	 8564927	 8565367	 1	 right	 L	 2.142	 1
19	 1	 2	 1	 514	 2	 380	 8569019	 8569446	 1	 right	 R	 1.682	 0
19	 1	 3	 1	 514	 -2	 381	 8572263	 8572622	 0	 x	 L	 1.178	 1
19	 1	 4	 1	 507	 -5	 387	 8598692	 8599162	 1	 right	 R	 1.660	 1
19	 1	 5	 1	 510	 -2	 385	 8602301	 8602694	 1	 right	 R	 1.772	 1
19	 1	 6	 1	 510	 2	 388	 8607220	 8607605	 1	 left	 L	 2.135	 1
19	 1	 7	 1	 510	 2	 382	 8610503	 8610788	 1	 right	 L	 2.903	 0
19	 1	 8	 1	 550	 38	 284	 8614627	 8614801	 0	 x	 R	 1.706	 1
19	 1	 9	 1	 506	 -6	 379	 8618499	 8618877	 0	 x	 R	 2.191	 0
19	 1	 10	 1	 507	 5	 384	 8622651	 8623111	 0	 x	 L	 2.130	 1
19	 1	 11	 1	 508	 -4	 381	 8625938	 8626352	 1	 right	 R	 1.624	 0
19	 1	 12	 1	 514	 -2	 387	 8630124	 8630513	 1	 left	 L	 3.390	 0
19	 1	 13	 1	 505	 -7	 373	 8635269	 8635586	 1	 left	 R	 3.839	 0
19	 1	 14	 1	 500	 12	 390	 8642741	 8643097	 0	 x	 L	 2.478	 0
19	 1	 15	 1	 512	 0	 389	 8649633	 8649827	 0	 x	 L	 3.563	 1
19	 1	 16	 1	 512	 0	 392	 8655291	 8655658	 0	 x	 R	 2.894	 1
19	 1	 17	 1	 506	 -6	 387	 8659645	 8660004	 0	 x	 R	 1.360	 1
19	 1	 18	 1	 515	 -3	 390	 8662617	 8662971	 0	 x	 L	 1.379	 1
19	 1	 19	 1	 514	 -2	 388	 8665447	 8665803	 0	 x	 L	 2.480	 0
19	 1	 20	 1	 511	 -1	 388	 8669278	 8669719	 0	 x	 R	 1.431	 1
19	 1	 21	 1	 517	 -5	 387	 8673001	 8673415	 0	 x	 L	 2.649	 1
19	 1	 22	 1	 513	 1	 392	 8677698	 8678086	 0	 x	 R	 3.164	 1
19	 1	 23	 1	 518	 -6	 388	 8682106	 8682490	 1	 left	 L	 1.527	 0
19	 1	 24	 1	 516	 4	 396	 8685894	 8686331	 0	 x	 R	 1.608	 1
19	 1	 25	 1	 518	 6	 393	 8689286	 8689718	 0	 x	 R	 2.351	 0
19	 1	 26	 1	 518	 -6	 393	 8693106	 8693547	 0	 x	 L	 3.138	 1
19	 1	 27	 1	 514	 -2	 385	 8698898	 8699426	 1	 right	 L	 2.303	 0
19	 1	 28	 1	 516	 4	 389	 8703012	 8703554	 0	 x	 R	 4.684	 0
19	 1	 29	 1	 515	 -3	 391	 8709391	 8709808	 1	 left	 L	 1.994	 0
19	 1	 30	 1	 517	 -5	 388	 8713151	 8713595	 0	 x	 L	 1.769	 1
19	 1	 31	 1	 570	 58	 197	 8716564	 8716887	 1	 left	 R	 1.414	 1
19	 1	 32	 1	 485	 27	 201	 8719497	 8720073	 0	 x	 L	 4.544	 0
19	 1	 33	 1	 518	 6	 391	 8725860	 8726098	 0	 x	 R	 1.911	 1
19	 1	 34	 1	 514	 2	 389	 8729219	 8729672	 0	 x	 R	 2.039	 1
19	 1	 35	 1	 511	 1	 388	 8732768	 8733150	 1	 left	 L	 2.635	 0
19	 1	 36	 1	 521	 9	 384	 8736762	 8737205	 1	 right	 R	 1.802	 1
19	 1	 37	 1	 517	 -5	 392	 8739805	 8740218	 1	 left	 L	 2.284	 0
19	 1	 38	 1	 510	 -2	 383	 8743756	 8744128	 0	 x	 R	 4.372	 1
19	 1	 39	 1	 512	 0	 395	 8750777	 8751053	 0	 x	 L	 0.952	 1
19	 1	 40	 1	 520	 -8	 387	 8753397	 8753648	 0	 x	 L	 1.834	 1
19	 1	 41	 1	 512	 0	 392	 8756051	 8756418	 1	 left	 L	 2.281	 1
19	 1	 42	 1	 512	 0	 383	 8760480	 8760778	 0	 x	 L	 1.042	 1
19	 1	 43	 1	 515	 -3	 382	 8762692	 8762910	 0	 x	 L	 1.132	 0
19	 1	 44	 1	 592	 -80	 217	 8765167	 8765384	 1	 left	 L	 2.703	 1
19	 1	 45	 1	 511	 -1	 387	 8769646	 8770042	 1	 left	 R	 1.080	 0
19	 1	 46	 1	 518	 -6	 387	 8771888	 8772312	 0	 x	 L	 3.640	 1
19	 1	 47	 1	 516	 -4	 384	 8776581	 8776967	 1	 left	 L	 2.337	 0
19	 1	 48	 1	 515	 -3	 393	 8781582	 8781968	 1	 right	 L	 5.580	 0
19	 1	 49	 1	 521	 -9	 393	 8788124	 8788559	 1	 left	 L	 4.861	 1
19	 1	 50	 1	 516	 -4	 396	 8795736	 8796166	 1	 right	 L	 2.054	 1
19	 1	 51	 1	 523	 11	 386	 8799037	 8799568	 0	 x	 R	 2.300	 1
19	 1	 52	 1	 518	 -6	 378	 8802542	 8802963	 0	 x	 L	 2.107	 0
19	 1	 53	 1	 526	 -14	 403	 8807810	 8808258	 1	 right	 L	 4.062	 1
19	 1	 54	 1	 510	 -2	 389	 8813019	 8813486	 0	 x	 R	 1.144	 1
19	 1	 55	 1	 509	 3	 393	 8815245	 8815517	 0	 x	 L	 1.067	 0
19	 1	 56	 1	 516	 -4	 393	 8819497	 8819943	 0	 x	 L	 2.178	 1
19	 1	 57	 1	 514	 2	 382	 8822985	 8823334	 1	 right	 R	 1.655	 0
19	 1	 58	 1	 509	 -3	 384	 8825896	 8826284	 1	 right	 R	 1.341	 1
19	 1	 59	 1	 513	 1	 386	 8829288	 8829546	 1	 left	 R	 2.372	 0
19	 1	 60	 1	 506	 -6	 387	 8833216	 8833524	 1	 right	 R	 0.885	 1
19	 1	 61	 1	 509	 3	 393	 8836080	 8836616	 0	 x	 L	 1.488	 1
19	 1	 62	 1	 514	 2	 389	 8839460	 8839898	 1	 left	 R	 4.484	 1
19	 1	 63	 1	 517	 -5	 390	 8845065	 8845481	 1	 right	 L	 3.951	 0
19	 1	 64	 1	 505	 -7	 390	 8852376	 8852845	 0	 x	 R	 2.173	 1
19	 1	 65	 1	 513	 1	 379	 8856697	 8857154	 1	 right	 R	 1.893	 0
19	 1	 66	 1	 510	 -2	 385	 8859800	 8860239	 0	 x	 R	 2.645	 0
19	 1	 67	 1	 508	 -4	 388	 8863664	 8864231	 0	 x	 R	 2.925	 1
19	 1	 68	 1	 511	 1	 397	 8867752	 8868420	 1	 left	 L	 5.700	 0
19	 1	 69	 1	 512	 0	 396	 8874821	 8875247	 1	 left	 R	 7.738	 0
19	 1	 70	 1	 496	 16	 409	 8886523	 8886806	 0	 x	 L	 0.989	 1
19	 1	 71	 1	 511	 -1	 384	 8889761	 8890279	 0	 x	 R	 4.933	 1
19	 1	 72	 1	 506	 -6	 379	 8896042	 8896491	 1	 right	 R	 1.093	 0
19	 1	 73	 1	 505	 7	 387	 8898997	 8899415	 0	 x	 L	 2.950	 1
19	 1	 74	 1	 508	 -4	 378	 8903199	 8903603	 0	 x	 R	 4.060	 1
19	 1	 75	 1	 510	 -2	 392	 8909507	 8910078	 1	 left	 R	 2.864	 0
19	 1	 76	 1	 502	 -10	 389	 8913828	 8914291	 1	 left	 R	 3.274	 0
19	 1	 77	 1	 518	 6	 364	 8920566	 8920604	 1	 left	 R	 3.763	 0
19	 1	 78	 1	 502	 -10	 386	 8925684	 8926067	 0	 x	 R	 5.804	 1
19	 1	 79	 1	 507	 5	 380	 8932666	 8932903	 1	 right	 L	 3.083	 1
19	 1	 80	 1	 500	 -12	 393	 8937417	 8937855	 1	 right	 R	 2.955	 1
19	 1	 81	 1	 508	 4	 392	 8941918	 8942308	 0	 x	 L	 1.836	 1
19	 1	 82	 1	 509	 -3	 390	 8944912	 8945198	 0	 x	 R	 1.361	 0
19	 1	 83	 1	 507	 -5	 388	 8947634	 8948064	 0	 x	 R	 0.951	 1
19	 1	 84	 1	 505	 7	 386	 8949875	 8950151	 1	 right	 L	 1.008	 0
19	 1	 85	 1	 407	 105	 150	 8952399	 8952625	 0	 x	 L	 1.424	 1
19	 1	 86	 1	 499	 -13	 377	 8955432	 8955786	 1	 left	 R	 1.066	 0
19	 1	 87	 1	 510	 2	 381	 8957756	 8958240	 0	 x	 L	 3.426	 0
19	 1	 88	 1	 514	 2	 395	 8962911	 8963240	 0	 x	 R	 1.186	 1
19	 1	 89	 1	 512	 0	 388	 8965463	 8965858	 1	 right	 L	 1.628	 0
19	 1	 90	 1	 516	 -4	 385	 8968353	 8968806	 1	 right	 L	 0.912	 0
19	 1	 91	 1	 507	 -5	 390	 8971075	 8971453	 1	 left	 R	 2.579	 0
19	 1	 92	 1	 505	 -7	 387	 8975113	 8975465	 1	 right	 R	 1.793	 0
19	 1	 93	 1	 508	 -4	 381	 8978188	 8978641	 0	 x	 R	 3.869	 0
19	 1	 94	 1	 513	 -1	 384	 8983419	 8983808	 1	 left	 L	 1.099	 0
19	 1	 95	 1	 534	 -22	 232	 8986239	 8986677	 1	 right	 L	 3.948	 1
19	 1	 96	 1	 499	 -13	 382	 8991398	 8991630	 1	 left	 R	 1.845	 0
20	 1	 1	 1	 517	 -5	 390	 13451870	 13452555	 1	 left	 L	 2.729	 1
20	 1	 2	 1	 514	 -2	 395	 13456855	 13457314	 1	 right	 L	 6.057	 0
20	 1	 3	 1	 523	 -11	 392	 13467387	 13467839	 1	 left	 L	 2.980	 1
20	 1	 4	 1	 524	 -12	 388	 13474621	 13475229	 0	 x	 L	 7.089	 1
20	 1	 5	 1	 516	 4	 386	 13484174	 13484654	 0	 x	 R	 6.533	 0
20	 1	 6	 1	 521	 9	 379	 13493968	 13494408	 1	 left	 R	 7.941	 0
20	 1	 7	 1	 527	 -15	 379	 13504070	 13504479	 1	 right	 L	 7.901	 0
20	 1	 8	 1	 524	 -12	 382	 13514134	 13514584	 1	 left	 L	 1.211	 1
20	 1	 9	 1	 519	 -7	 387	 13517595	 13518007	 1	 left	 L	 1.187	 1
20	 1	 10	 1	 515	 3	 395	 13520649	 13521092	 0	 x	 R	 7.607	 1
20	 1	 11	 1	 526	 -14	 389	 13531230	 13531738	 1	 right	 L	 8.944	 0
20	 1	 12	 1	 515	 3	 387	 13542295	 13542706	 1	 right	 R	 1.073	 1
20	 1	 13	 1	 508	 4	 390	 13545244	 13545778	 0	 x	 L	 8.995	 1
20	 1	 14	 1	 517	 5	 388	 13556092	 13556563	 0	 x	 R	 9.002	 1
20	 1	 15	 1	 521	 -9	 387	 13566547	 13567041	 1	 right	 L	 6.537	 0
20	 1	 16	 1	 527	 -15	 382	 13574646	 13575159	 0	 x	 L	 6.781	 1
20	 1	 17	 1	 520	 -8	 380	 13582711	 13583347	 0	 x	 L	 6.942	 1
20	 1	 18	 1	 525	 13	 389	 13591605	 13592219	 0	 x	 R	 11.672	 1
20	 1	 19	 1	 526	 14	 391	 13604711	 13605191	 0	 x	 R	 10.091	 1
20	 1	 20	 1	 539	 -27	 374	 13617856	 13618382	 1	 right	 L	 8.301	 0
20	 1	 21	 1	 526	 14	 385	 13627918	 13628505	 0	 x	 R	 8.018	 1
20	 1	 22	 1	 527	 -15	 369	 13638673	 13639141	 1	 left	 L	 1.089	 1
20	 1	 23	 1	 525	 13	 373	 13642021	 13642467	 0	 x	 R	 11.355	 1
20	 1	 24	 1	 519	 7	 393	 13656030	 13656545	 0	 x	 R	 13.833	 1
20	 1	 25	 1	 527	 15	 371	 13672216	 13672752	 0	 x	 R	 6.644	 1
20	 1	 26	 1	 525	 13	 380	 13680859	 13681345	 1	 right	 R	 1.019	 1
20	 1	 27	 1	 529	 -17	 384	 13683930	 13684413	 0	 x	 L	 10.713	 1
20	 1	 28	 1	 523	 -11	 387	 13695707	 13696278	 1	 left	 L	 0.966	 1
20	 1	 29	 1	 531	 19	 376	 13698276	 13698826	 1	 left	 R	 11.042	 0
20	 1	 30	 1	 528	 16	 387	 13710653	 13711099	 1	 right	 R	 0.887	 1
20	 1	 31	 1	 533	 -21	 383	 13712791	 13713220	 0	 x	 L	 9.812	 1
20	 1	 32	 1	 522	 10	 397	 13723753	 13724183	 0	 x	 R	 8.234	 1
20	 1	 33	 1	 527	 15	 377	 13733740	 13734302	 0	 x	 R	 11.922	 1
20	 1	 34	 1	 529	 17	 374	 13746683	 13747186	 1	 left	 R	 7.703	 0
20	 1	 35	 1	 525	 13	 368	 13755555	 13756022	 1	 right	 R	 0.849	 1
20	 1	 36	 1	 523	 11	 382	 13757557	 13758039	 1	 left	 R	 8.793	 0
20	 1	 37	 1	 530	 -18	 380	 13767365	 13767818	 1	 left	 L	 1.137	 1
20	 1	 38	 1	 519	 -7	 379	 13770354	 13770795	 1	 right	 L	 14.513	 0
20	 1	 39	 1	 523	 -11	 378	 13786230	 13786780	 0	 x	 L	 8.311	 1
20	 1	 40	 1	 523	 -11	 385	 13795695	 13796311	 0	 x	 L	 4.909	 0
20	 1	 41	 1	 533	 21	 372	 13802165	 13802670	 1	 right	 R	 1.157	 1
20	 1	 42	 1	 530	 -18	 390	 13804784	 13805349	 0	 x	 L	 11.386	 0
20	 1	 43	 1	 521	 -9	 387	 13817209	 13817731	 1	 right	 L	 9.014	 0
20	 1	 44	 1	 528	 -16	 375	 13827883	 13828361	 0	 x	 L	 8.604	 1
20	 1	 45	 1	 521	 9	 378	 13837516	 13838029	 1	 left	 R	 5.414	 1
20	 1	 46	 1	 521	 -9	 393	 13844145	 13844557	 1	 left	 L	 0.966	 1
20	 1	 47	 1	 529	 17	 374	 13848162	 13848600	 1	 left	 R	 10.624	 0
20	 1	 48	 1	 533	 21	 371	 13859826	 13860211	 1	 right	 R	 1.031	 1
20	 1	 49	 1	 540	 28	 390	 13862133	 13862600	 0	 x	 R	 7.727	 1
20	 1	 50	 1	 526	 14	 385	 13871010	 13871472	 1	 left	 R	 5.482	 0
20	 1	 51	 1	 528	 16	 382	 13877982	 13878479	 0	 x	 R	 5.783	 1
20	 1	 52	 1	 536	 24	 373	 13885417	 13885908	 0	 x	 R	 8.912	 1
20	 1	 53	 1	 520	 -8	 389	 13896128	 13896571	 0	 x	 L	 7.525	 1
20	 1	 54	 1	 521	 9	 366	 13904755	 13905252	 0	 x	 R	 6.991	 1
20	 1	 55	 1	 520	 -8	 382	 13913300	 13913862	 0	 x	 L	 6.879	 1
20	 1	 56	 1	 524	 -12	 388	 13921828	 13922341	 1	 right	 L	 10.445	 0
20	 1	 57	 1	 517	 5	 388	 13933503	 13933979	 1	 left	 R	 8.914	 0
20	 1	 58	 1	 520	 8	 378	 13943577	 13943994	 1	 right	 R	 0.871	 1
20	 1	 59	 1	 511	 1	 392	 13946098	 13946616	 1	 right	 L	 10.335	 0
20	 1	 60	 1	 528	 16	 379	 13957593	 13958092	 0	 x	 R	 6.441	 1
20	 1	 61	 1	 519	 -7	 382	 13965816	 13966241	 1	 right	 L	 5.262	 0
20	 1	 62	 1	 523	 -11	 382	 13972315	 13972741	 1	 left	 L	 0.785	 1
20	 1	 63	 1	 515	 3	 384	 13974851	 13975338	 0	 x	 R	 6.447	 1
20	 1	 64	 1	 521	 9	 385	 13983113	 13983555	 1	 right	 R	 0.851	 1
20	 1	 65	 1	 519	 -7	 377	 13985834	 13986269	 0	 x	 L	 5.692	 1
20	 1	 66	 1	 517	 -5	 361	 13992692	 13993110	 0	 x	 L	 6.537	 1
20	 1	 67	 1	 523	 -11	 385	 14001482	 14002004	 1	 right	 L	 5.690	 0
20	 1	 68	 1	 523	 -11	 380	 14008231	 14008721	 0	 x	 L	 7.094	 1
20	 1	 69	 1	 507	 5	 391	 14017168	 14017605	 0	 x	 L	 6.561	 1
20	 1	 70	 1	 505	 7	 390	 14025180	 14025641	 0	 x	 L	 6.202	 1
20	 1	 71	 1	 511	 1	 385	 14032952	 14033317	 0	 x	 L	 8.984	 1
20	 1	 72	 1	 519	 7	 390	 14043586	 14044102	 0	 x	 R	 8.423	 1
20	 1	 73	 1	 522	 10	 368	 14053073	 14053500	 0	 x	 R	 10.490	 1
20	 1	 74	 1	 516	 4	 385	 14064813	 14065243	 1	 right	 R	 0.892	 1
20	 1	 75	 1	 517	 5	 387	 14067045	 14067440	 1	 right	 R	 0.841	 1
20	 1	 76	 1	 527	 15	 383	 14069167	 14069549	 1	 left	 R	 10.663	 0
20	 1	 77	 1	 520	 8	 378	 14081223	 14081644	 1	 left	 R	 10.101	 0
20	 1	 78	 1	 522	 -10	 373	 14092484	 14093009	 1	 left	 L	 1.002	 1
20	 1	 79	 1	 515	 3	 387	 14094835	 14095193	 0	 x	 R	 8.644	 1
20	 1	 80	 1	 523	 -11	 376	 14105029	 14105519	 0	 x	 L	 7.202	 1
20	 1	 81	 1	 511	 -1	 376	 14113302	 14113519	 1	 right	 R	 0.882	 1
20	 1	 82	 1	 508	 4	 386	 14116633	 14117199	 0	 x	 L	 5.515	 1
20	 1	 83	 1	 503	 9	 388	 14123877	 14124324	 0	 x	 L	 4.852	 1
20	 1	 84	 1	 505	 7	 388	 14130179	 14130603	 1	 left	 L	 0.931	 1
20	 1	 85	 1	 510	 -2	 391	 14133059	 14133620	 0	 x	 R	 4.585	 1
20	 1	 86	 1	 514	 -2	 381	 14138931	 14139327	 1	 right	 L	 5.434	 0
20	 1	 87	 1	 516	 -4	 368	 14145419	 14145830	 0	 x	 L	 4.888	 1
20	 1	 88	 1	 510	 2	 381	 14152004	 14152346	 0	 x	 L	 7.296	 1
20	 1	 89	 1	 506	 6	 392	 14161050	 14161485	 1	 left	 L	 0.831	 1
20	 1	 90	 1	 505	 7	 385	 14163831	 14164263	 0	 x	 L	 6.733	 1
20	 1	 91	 1	 511	 -1	 389	 14172017	 14172439	 1	 right	 R	 0.849	 1
20	 1	 92	 1	 507	 -5	 393	 14174047	 14174482	 1	 left	 R	 8.590	 0
20	 1	 93	 1	 508	 -4	 384	 14184149	 14184639	 0	 x	 R	 5.853	 1
20	 1	 94	 1	 509	 -3	 385	 14191393	 14192002	 1	 left	 R	 7.163	 0
20	 1	 95	 1	 513	 1	 381	 14200118	 14200614	 0	 x	 R	 7.091	 1
20	 1	 96	 1	 518	 6	 386	 14208761	 14209219	 0	 x	 R	 9.732	 1
